rollout_id,state_id,case_id,sample_id,alpha_helpfulness,alpha_harmlessness,weight,is_actionable,horizon,effective_horizon,parm_score,base_score,ratio_score,mip,branch_key
f60_a0_p00_s02_w0.00,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.0,True,32,32,-0.6803372245431092,-0.6965297404103694,0.016192515867260227,0.6637372253311152,70ea9512e676d046c9b0962857d33b184d47073639829df12a81dd1e7ff920a7
f60_a0_p00_s02_w0.25,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.25,True,1,1,-0.6577035784721375,-1.077398657798767,0.41969507932662964,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w0.25,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.25,True,2,2,-0.7418354451656342,-0.9694362282752991,0.22760078310966492,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w0.25,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.25,True,4,4,-0.47150312922894955,-0.5505220107734203,0.07901888154447079,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w0.25,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.25,True,8,8,-0.465262402780354,-0.5706707965582609,0.1054083937779069,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w0.25,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.25,True,16,16,-0.3384573620132869,-0.4046667121219798,0.06620935010869289,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w0.25,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.25,True,32,32,-0.5259170102153803,-0.5887608388252374,0.06284382860985716,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w0.50,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.5,True,1,1,-0.6577035784721375,-1.077398657798767,0.41969507932662964,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w0.50,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.5,True,2,2,-0.7418354451656342,-0.9694362282752991,0.22760078310966492,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w0.50,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.5,True,4,4,-0.47150312922894955,-0.5505220107734203,0.07901888154447079,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w0.50,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.5,True,8,8,-0.465262402780354,-0.5706707965582609,0.1054083937779069,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
f60_a0_p00_s02_w0.50,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.5,True,16,16,-0.3384573620132869,-0.4046667121219798,0.06620935010869289,0.7016831233930386,d5c81d3cfa38d1b8906e293c7f66254ffde4140f8133d1b470851aec87426fd1
