state_id,weight,top1_token_id_audit_only,top1_probability,entropy,top1_top2_margin,top1_differs_from_w1,w1_top_token_rank,w1_top_token_probability_change,top1_logprob_margin_change_vs_w1
f60_a1_p00_s00,0.0,13,0.47410011291503906,3.3632869720458984,0.4179175794124603,1.0,3,-0.023839853703975677,2.0234375
f60_a1_p00_s00,0.25,13,0.17897413671016693,4.832185745239258,0.12903155386447906,1.0,1,-0.0025912560522556305,1.1669921875
f60_a1_p00_s00,0.5,2266,0.056640416383743286,5.264556884765625,0.004866879433393478,0.0,0,0.0041062235832214355,-0.01953125
f60_a1_p00_s00,0.75,2266,0.0559091791510582,5.3284592628479,0.008180830627679825,0.0,0,0.0033743418753147125,0.048828125
f60_a1_p00_s00,1.0,2266,0.052535124123096466,5.334811210632324,0.0054429396986961365,0.0,0,-2.60770320892334e-08,0.0
f60_a1_p00_s01,0.0,1691,0.9999879598617554,0.00018095372070092708,0.999982476234436,0.0,0,0.00011944770812988281,2.7890625
f60_a1_p00_s01,0.25,1691,0.9999808073043823,0.00027184883947484195,0.9999698400497437,0.0,0,0.00011235475540161133,2.091796875
f60_a1_p00_s01,0.5,1691,0.9999650716781616,0.00046600776840932667,0.9999430179595947,0.0,0,9.655952453613281e-05,1.39453125
f60_a1_p00_s01,0.75,1691,0.9999330043792725,0.0008396320627070963,0.9998887181282043,0.0,0,6.449222564697266e-05,0.6972646713256836
f60_a1_p00_s01,1.0,1691,0.9998685121536255,0.0015490030637010932,0.9997796416282654,0.0,0,1.1920928955078125e-07,0.0
f60_a1_p00_s02,0.0,29871,0.3913244903087616,1.71494722366333,0.05133587121963501,1.0,1,-0.16457930207252502,-0.8124999403953552
f60_a1_p00_s02,0.25,777,0.38435807824134827,1.725647211074829,0.047802895307540894,0.0,0,-0.12021782994270325,-0.8203123807907104
f60_a1_p00_s02,0.5,777,0.42705148458480835,1.729367733001709,0.14257386326789856,0.0,0,-0.07752147316932678,-0.5468749403953552
f60_a1_p00_s02,0.75,777,0.4673599302768707,1.7213218212127686,0.23051342368125916,0.0,0,-0.03721046447753906,-0.2734374403953552
f60_a1_p00_s02,1.0,777,0.5045889616012573,1.7030339241027832,0.3100525736808777,0.0,0,1.0251998901367188e-05,0.0
